Element,Coordinates
Ru,"[10.244882284249204, -66.21447386418943, -93.70527926214831, -117.97990847508684, 109.08076199401292, 145.31729753025184, -56.90320955510988, 36.32012362840345, -21.902909567297012, 28.860526235682475, 43.17912256460803, 27.053877102051377, 56.112650422906505, 84.957663958051, -147.93561077275115, 13.429699239840449, 71.03794698336749, -42.293219334585096, 88.93242645672971, 63.11055495386521, 72.3595976002987, 203.12949856865797, -13.991863786571514, -73.15901354421666, -60.772885372244104, -72.21131809853468, 41.37488544202498, -60.371398525888196, 76.44223201224789, 46.73515866408468, 38.36168245533937, 90.36338866620949, -35.65236991550735, 26.996988948411097, 66.99364577397444, -14.435700906446245, -0.6382668159248308, 27.30852557041239, 51.46720639480513, 83.77132204435189, 87.71788235642259, 133.34000594997497, -99.67969484811142, -31.45788220273914, -81.7368595133556, -62.257468791659434, 120.44041705151568, 27.54807665073208, -24.42929341715254, -63.71050788518908, 46.65167765181888, -8.27195879246786, -122.5887910700095, -150.710086339108, -11.380553815024578, -9.880714859700657, 40.920354408701265, -47.82909978836996, -19.664679726391274, -3.5026533123230763, 26.919792218697705, 21.991679186789526, 133.89001027935527, -69.96025153544903]"
Rh,"[9.356053812883905, -45.337829137655255, -61.19455765661258, -86.98158183378351, 90.41349767088192, 119.49164949439033, -45.0798915787303, 25.77621783266596, -36.67227637676937, 33.17588266908588, 36.98729764543884, 15.054063233589474, 55.47716185429082, 82.65120065087604, -118.75534792789678, 18.63179883807957, 59.68807141663144, -48.99524838002022, 73.33638909685311, 40.95154169524457, 64.72316731911562, 172.96694977060645, 0.5008896329274612, -77.58796821351865, -57.04246838939441, -67.88366386298627, 35.11662405384262, -51.29648329391667, 77.86655494419622, 43.54199974430773, 20.46799280311292, 81.61107544001452, -29.391104534900546, 23.36580958016794, 56.08992465423721, -36.66854101693843, 7.165550607123151, 18.854895173893283, 41.14551981248699, 77.88700752492886, 89.88183044439677, 95.70021434832282, -79.44705259543676, -44.497784983785, -63.343110003295756, -53.68934240926045, 114.95308419398467, 37.40785715443752, -29.50051763739202, -67.74740100558044, 31.018660617047605, -16.553251856253457, -111.8366321269395, -154.9747046464105, 4.554104590247319, -16.22302146066513, 43.863538789658016, -43.07129408996143, -33.351485705577524, 11.428684366889927, 13.514967570872198, 1.3961084433195976, 103.05560885640472, -75.31399814163994]"
Pd,"[6.512699925269729, -40.3689532097325, -58.18782574050641, -98.4262595434586, 90.3148395032583, 118.27580667230484, -43.50013086134548, 27.02062005215549, -31.517447758989267, 27.351284063839458, 37.57779087962903, 21.14169880909631, 77.01891116034776, 79.48743055786763, -135.53084119949884, 14.785198108694706, 76.9011245542475, -59.65338243961368, 75.99725160690475, 55.96879651224098, 66.28900076971135, 182.50228301060463, 5.0581136399160265, -76.03391554051152, -70.45064133962697, -82.83057509166902, 35.46768713903677, -58.11224308977888, 68.23887100091797, 46.570738672912285, 19.96287906161747, 90.18786677733446, -31.35575130406681, 8.8136153511377, 64.0239935500807, -32.51131879720583, -1.9533796049817138, 10.99846421810467, 40.542132799941555, 75.13678555910853, 105.62772688424612, 114.731961489962, -82.58923726275972, -48.30589564741936, -57.09896080478634, -60.91908344849887, 135.44978559338892, 41.06664549444483, -35.39676779728145, -64.36238082817128, 43.287268099171875, -16.208366615310535, -106.39845041945121, -162.7100999777477, 8.651183887013273, -26.214800238837284, 50.24084990250912, -54.0902577925246, -32.61325722921666, 9.500705157171666, 7.115628458297897, 10.999093572601046, 103.71476214060769, -67.34594740401744]"
Ag,"[28.615371038074358, 40.63510576400835, -11.478550535102787, -56.12487505622479, 65.08452379861363, 0.35252479297758516, -17.41047395133208, 61.60349268874418, -7.142088322258312, -21.768704040119985, -69.58119004224662, 52.85056638541823, 136.49139083881718, 81.94042109145136, -184.13166111657867, 0.9114473619942565, 102.4669864962468, -91.73675318523836, -0.29786832128103, 27.529503548116818, 87.21576722466354, 140.4855173345068, -41.07799503291516, -106.23843527647301, -129.44444130512034, -159.7334891876422, -16.304333938730093, -104.76937081408037, 39.98705879158754, 102.82150095021744, 21.780623719321124, 130.37305517388836, -71.2548443254455, -52.81799347073135, 118.1096752212083, 5.444764156060048, -7.583025071732034, -25.839083910982236, 69.54890813616007, 83.8410982540424, 205.70747374329383, 97.40869442115137, -39.15183031595832, -129.14508941091782, -55.947356442836266, -46.867467237910624, 234.50362228004545, 92.06672044935023, -71.29749157471386, 11.44183269563025, 111.14618024781137, 26.72710388831953, -68.1039313938753, -103.04086757618758, 37.69683768615784, -91.26507905081166, 60.189043735322244, -103.87491625341589, -57.26255070024655, 12.571719632279825, -82.54775887018356, 58.25876301429625, 49.454935914828184, 17.675152506168057]"
Cd,"[-28.823077738895492, -63.86071629123269, -36.044837316715316, -116.68486113577052, -28.15735541683599, 167.63473591452097, -11.752737031012886, -71.72628333546237, 40.67236341330415, 61.323131455063006, 72.36206817137793, 29.452904933974374, 60.24411792922397, -78.92435834078532, -103.31907906662401, 19.885256315979408, 38.6637946622324, -47.96456426238971, 163.78414080787252, 107.17284025516024, -77.4511476312229, 101.11917412999728, 183.51353399215822, 7.30344483169002, -8.488228897644142, 18.016399311525714, 16.89343949904065, -34.0137670517372, 4.495572135152257, -67.69683090604417, -98.20828097026725, 11.968188158811707, 20.294803872943522, -83.33766093200725, -29.537179523316187, -23.231802391944903, -41.85677456121653, -54.36682851968562, -26.550198705069928, -109.91434257131378, -35.29235797880613, 194.5089806740065, -150.53396209042842, 90.84770705343021, 70.39569017164892, -55.564184960568575, -13.699071999563666, 7.378318051510502, 34.355987715233006, -160.75110996997105, 65.02880475787254, -97.0212254320354, 30.31209372898832, -79.24063320778143, 22.754446519308036, 36.69059523612885, 26.85120299655481, 27.137475531043854, 52.517315869472085, -18.679933302001682, 12.995981390836782, 15.72168182952262, -71.53986795689408, 15.961975264472763]"
In,"[16.211432773741972, 41.803196328483295, 51.42474102308511, 70.57445664104125, -44.56008111427346, -29.46653184936231, 14.93401215701834, -33.34198399748672, -69.25766087867677, 56.8233683830071, -11.034073487385953, -46.81713389033416, -67.20363473424453, 19.682240176749783, 92.48651150313981, 34.85687266977414, -68.56746460589744, 7.846769105640731, -10.016079328515023, -107.30061859788783, -17.521477923034663, -57.47233773768205, 23.056434089332004, -32.82591865327056, 43.581897826593284, 53.17625414821689, -10.97481847461074, 27.8733484524776, 73.31326432046554, -19.371030700608518, -45.34673419847971, -9.511358116925619, 0.251120500291892, 44.31689864341259, -38.49596096376323, -73.46043235035141, 69.94418152733319, -12.443199316991418, 1.0871602718095337, -9.651435193799268, -35.408805147615865, -119.84714662119815, 21.343742738201, -37.11070904850135, 7.323371713891396, 32.719881256962715, -49.1087331618013, 20.35042154330406, 1.6710364395462856, -60.013356669584816, -51.078949092020615, -43.32389620263182, -12.200793522389738, -21.782151993644298, 11.20148474811571, -2.947354181191899, -6.22650503072355, 63.00242816871339, -32.80568479970287, 51.517121473324885, -29.12289752405321, -78.32739444033479, -67.78200546944807, -52.9672616609514]"
Sn,"[89.0121593602028, -15.834775278482327, 9.555265797494314, 135.2195761820912, -17.47372286389697, 6.289366770070771, 11.07789187667828, 5.1814343085103, -25.43631649922865, 67.00884758541513, -137.85613875068722, -9.544535921826046, -111.3214191548839, 53.44349815411108, 10.591569026780375, 69.50581906945948, -160.00800175821777, 1.0365956590076302, -11.016239789419531, -174.60081758297406, -41.190937392275856, -59.57199685162918, 45.054222469044234, -135.76572165528722, 87.84599169764198, 91.5214363701574, -62.690582335451886, -18.923006354724, 153.96951675652167, 41.6137470172841, -66.4850455426884, -22.49529264356707, 0.0539908633367814, 54.50440554177668, -36.951925540712956, -48.6860689279665, 88.25945615985243, 8.752908090399757, 14.381998311728893, -13.45719001242198, 19.585804559564295, -107.50434352431022, -31.882170011585885, -55.74802373977685, -48.13595627183778, 65.46794598369144, -23.217868369930084, 94.08617347026727, 25.940369990128175, -124.16665415322993, -9.374810560674547, -52.66352295220179, -18.513269048569732, 54.079651478049506, 59.09372246325996, 66.15082063516928, -24.318728490789773, 56.79010882117028, -39.45495035640314, 34.44744935420932, -77.3310022805855, -85.33034855277077, -146.23739350907923, 11.01789923668886]"
Sb,"[-8.179717045619915, 77.48134421456282, -77.13014685648974, 95.88452190360066, 1.941626509213756, -126.41626589942092, 23.971472082062242, 169.86908935076855, 155.21557812465497, -122.92726034888186, 79.45067937852197, 131.52326503234937, -8.952029195543686, 4.899958655327781, -18.15829540416782, 98.81325461984771, 37.619469718196584, -18.854982502068598, 44.538256376703615, 54.20651901932743, -47.45781548328005, -89.81924368905779, 60.460051653385754, -99.65465470116597, 47.841507755054565, -83.07192657224567, 88.3326634900916, 8.084022201951827, -76.45395590958226, 105.26935822401929, 54.5260178676034, 6.3131890985433685, 120.30035448960676, 21.21260750205127, -31.8713225062415, 126.38321566062541, -59.858551430900285, -16.483017964572625, -100.37503046192657, -71.07366778690026, 130.53549923941236, 56.953521860186164, 33.55570813755409, 30.3824489722476, 141.721276250686, 45.03530703232002, 167.52540921431302, 99.85618901354832, 78.36381501428423, -2.7186287390166703, -55.167210745685026, 22.40107739786759, 97.52413839729796, 110.65713303689965, -81.97658970297279, 67.37345321004183, -30.417765439246782, 48.64382989228564, 204.0025532532244, 8.419346594095265, -128.21136631478907, -42.073094942059406, 0.9938181953498274, 162.89560150518332]"
Te,"[96.54177937978174, -47.79229819604438, 105.25688521881075, 48.70426442768379, -200.98304344177413, 0.7755516180999531, -21.06550098144092, 44.642800424411135, 43.09648600420396, -152.7552101250998, -116.64807393619245, 21.070377551014403, 54.31891788815832, -125.06649752116739, -56.316186457221974, -97.55946854233564, -46.403642373296115, 158.39253373918174, -187.75999186673263, 121.64573380260325, 74.1355998495423, -38.526741898610766, 7.867944753537757, 15.51663204640054, -20.69750238484029, 87.64702793885687, -163.68101552539295, -2.840176272769481, -35.47082821518068, -20.617026109466025, 142.6758491660747, 57.148802118729485, 83.66720658442722, 33.93936935359719, -23.7098087622302, 98.52690166554969, -126.40425306212195, -0.22529101946375948, -86.00163406875636, 29.2871482094875, 153.1703606492571, 97.75196494993588, 14.237713626418293, -50.47330021435058, 76.72073691019668, -133.70831245570253, 0.9121004213694657, 47.35601942653641, 119.7397960232134, -97.43605633962598, 117.72720355458715, -41.597805057342285, 84.89773913342567, 5.658252206742437, 37.51615055793806, 85.72506153176226, 2.0407097871379034, -123.75334958638877, -59.45053467371291, -87.43899334809247, -50.55152845639319, 91.14137667466967, -126.51259778068807, 25.778205453072573]"
I,"[212.54393964162173, -72.61763213176008, -37.25245028069405, -44.40990820013533, 35.307985647271224, 21.627671251143777, 99.92911982670903, -73.68576912529079, 165.57862938751703, -232.45322799524814, -82.1109572539101, -1.847905187936947, 85.3827638852893, -27.597133952519368, -49.463485380010624, 46.37291235761758, -32.027580980331464, -117.4725755276794, -54.952722941138795, -15.946939204774013, -2.229511087428701, 10.057794590963665, -105.97176942434993, 162.12073077740376, 33.598933686459944, 61.01561334352158, -98.47091988159053, 46.09354212579522, -105.2421004385704, 33.11339124755907, -82.95344077728109, 8.575026619044065, -170.31360396329703, 84.55433698213365, 140.55218071087324, 145.53760675838865, 55.39463091691172, 38.81272919499448, -50.08005498260578, -109.95002242716166, -31.538769001926788, 67.42855662817323, -139.21219845100117, 75.82640560352165, -126.76736514742827, 49.74580464660024, 21.13941896688676, -25.759166594444405, 86.67407317452164, 216.19250553784676, 14.21149700090117, 177.8921517739798, 125.10999441377095, 37.064140375855686, 166.74538176450312, -59.77800671210842, -129.35234557146256, -64.53324276658135, 13.99788596548827, 38.89725272186678, -102.20106165373215, 57.63139501624349, 54.50106671730183, 195.76912951539046]"
Xe,"[-23.747529396288858, -74.09157174761697, -87.63504197025557, 87.13184333972076, 47.82387828380354, 35.106705739324376, 37.56391722514925, 111.1967372706749, -94.37613910659832, 10.469941914550558, -160.6926774472209, 139.01905839618806, 97.0608682959987, -4.467096895590154, -31.16560511144045, -85.3638878384114, 156.68885767137445, 107.59442580295622, 43.1722712617038, -120.58719284120662, 64.70644524415938, -77.155223529372, -162.07679817895558, 40.19165435843371, -121.33576911038774, 126.44622865932736, -90.25569145779163, -125.0718322988436, -64.99055360191274, 113.71699318192222, -57.439556162004344, -46.396536277111935, -177.71858122778013, -72.38206442552323, -91.22741834600409, 6.725825095479294, -26.24316538044172, -102.88762430935186, 36.13660964127363, 19.88855159414825, 121.09228210942516, 90.18497874935038, 97.81789944509967, 254.0800937024822, -35.770144393305344, 169.0393402447411, 84.936594288229, -105.96844872442719, 31.277128773463044, 100.33798646091205, 87.58355138738597, -52.75192094435787, 209.35758954664857, 54.53524899300619, -51.43197887243795, 101.66944856453149, -97.51240486070505, 13.7650501490733, -4.454830518980781, -41.14369159166027, 37.47896810665076, 186.89120800576893, 19.375574028639733, 174.96411490986233]"
Cs,"[116.88485428712758, 181.84382084975857, -34.54979405882232, -123.0710043179512, -159.0219012030753, -126.15759790401759, 27.616805627504228, 40.51503732554922, -34.27587068267472, 70.109143920072, -119.146709614554, -11.34453576503014, -102.33147280237671, 16.870661786612985, -21.30623086149221, -13.150006292483866, 7.884350810935197, 80.08711425176708, 9.517061917787448, -111.6818576092779, -13.655556704248173, -37.50883734407388, -143.8396503876285, 48.99501763053221, 67.15421281056439, 91.41230832636762, -64.97309922107956, -3.8064108151797873, 122.20939492522785, -32.59552120880584, 79.74357722450009, 148.62338596554497, -106.17487097964576, 64.9934367444712, 58.805193385455325, 129.1159174696121, 133.22381589020515, -129.67392250238146, 133.67832604721727, -124.22970790594398, -36.28536657788447, 0.9706536177248845, -12.403894300120168, -114.28021699978406, -47.955585008009606, 58.794747046814656, 46.9927534009131, -44.71745915335414, -14.309670489457984, -38.75262481263119, 179.30050704847284, -70.95497870225034, 76.09982591408105, 117.66143578962667, -144.32009853322532, -130.0686459787783, -86.04109684520411, 151.3657482856922, 80.25221321632777, 6.548000230108765, -173.75489587865573, 58.79936261936013, -25.314443359102786, 49.90255254454091]"
Ba,"[-85.67417225411988, 58.085385953717505, 112.23029596791933, 99.83206699161858, -65.77676909283507, -86.09311817476137, 20.215042906296688, -83.85092865889706, -51.20174313364123, -5.912503189613608, 85.46178003649315, -48.968349349590476, -13.67924565022283, -79.27309906531514, 181.05978996874293, 7.86994431740366, -18.301550704126335, 14.291094314785338, -50.612011625143964, -35.13637108617012, -10.355274296085067, -115.092269331622, 41.56969562350699, 44.12125036452241, -22.078750703272146, -15.993185850257413, 17.42213361457011, 53.099251133049414, -77.68714786502998, -63.32184985781334, -71.40912920412734, -55.259688301729156, 17.728793597835377, -18.072458167410918, -64.0652485208552, -94.83040765710857, 2.6546654184624607, 0.22621311184193085, -52.33920165097771, 5.740525606362799, -93.91532858412387, -146.23385720135423, 78.96324734758664, 29.467058568274464, 91.44136542355338, 1.8388804857609122, -125.2626456438329, -21.06762484818234, 17.23761111547294, 49.298539030704724, -121.94343820108287, 24.038790172627095, 18.828756960769663, -19.790757780953783, 7.007296366180853, -15.806948902891897, 21.450047061763698, 30.894284774748, -30.46640924720506, 48.975250585998026, 40.246239372518616, -54.91294892439404, -65.69599167506213, -44.29568004940369]"
La,"[-71.92599922112106, 43.795295687918994, 98.73149533548742, 75.95068063706549, -45.111560881348204, -55.706703560601134, 18.68564298516081, -75.5680447265018, -66.88288526504226, 11.637101789921314, 94.40349931769542, -59.83879461057391, -12.576486044278095, -46.31472368998117, 168.270025192567, 8.563752968555834, -12.219309903402834, 5.919289810463066, -33.441155597368464, -28.170978502610904, -8.208780244034056, -86.48698693649811, 43.33501369706207, 42.6132910255229, -6.758414074014314, 1.7110904728005296, 29.77659094324397, 61.757583238419414, -49.90420636034677, -59.653440646542165, -56.17897216588866, -53.40901947961703, 27.749451417505522, 1.1966530545686755, -60.968720994244755, -101.85705783988688, 8.358310797703504, 3.228777646472408, -52.07752680328915, 8.460781553722754, -81.52127927257801, -135.83445689041622, 73.40279025264375, 22.87255538542384, 77.65026558436426, 1.9997311784130958, -104.84193350311914, -25.656661033108772, 3.277936418250346, 23.658810078906544, -123.10245447342275, 1.9582705224733907, 3.926223385488303, -52.884658356084316, 11.305438957110242, -12.771640045725333, 20.543178057304342, 29.34770753637495, -34.44921327108609, 50.73423660187096, 46.5390020395037, -69.53431724268539, -34.98781722024617, -73.15737112461197]"
Ce,"[-65.3455315107667, 32.719664848796384, 88.22715210447004, 59.800537218397324, -30.358963338763395, -36.801568952522615, 16.37743184694662, -68.51418113495556, -70.97899017503926, 17.44949682945919, 99.04937153222356, -62.37196289094044, -7.681696288330689, -29.060608512971193, 154.61611527003328, 7.043862319087076, -5.3335402038895525, 0.5227118194929827, -23.712152159940217, -18.247130656932004, -5.439137584824898, -66.76018605357743, 43.08282794419419, 42.022919938923955, -1.6574842099656557, 7.140555910233294, 36.675802340376784, 63.82434520795874, -38.76872487962557, -55.48683009702863, -45.53179635032672, -51.59761826895513, 33.01684563323899, 8.872687772594984, -56.65816324820525, -101.75491166037308, 7.051317786919997, 6.336043048498915, -51.747932952540204, 11.853406922140843, -71.3984396176664, -122.7342860996284, 68.69928134080648, 20.907612820481766, 69.08838627874347, -0.26741230837708646, -90.1541491954587, -28.18539775350802, -4.364398540111996, 13.12601667079443, -120.4651918249103, -7.023444230183584, -4.437915801503, -70.00558029386866, 13.751577106719381, -10.35653158533183, 20.920812055208938, 23.721675599465055, -35.54562371881673, 48.49865334124068, 51.69740807460767, -72.83999437786336, -14.577194974541491, -85.60815105669204]"
Pr,"[-63.030105019975394, 31.2383128645715, 85.43121612315673, 58.76837182358181, -28.29209687974964, -33.73385185927875, 15.660593116718115, -66.45735052780387, -70.5375299183686, 18.655262345935938, 97.39398508757485, -61.02050744214963, -7.874516209968549, -26.127388987971948, 150.13120940044132, 8.655944661466778, -5.828760093709239, -0.7308904385675147, -21.281739717647728, -18.852422025621713, -5.231180799764437, -63.27606044866193, 43.89265466227138, 38.11115730004213, -0.9583948498020883, 7.167903591600635, 36.745314166940894, 62.05717283881888, -34.76656633311044, -53.18443332865624, -45.141431097211616, -49.76457360148864, 32.87812337654446, 10.067105777357357, -55.6015487148526, -101.26723931012, 7.9627633231555945, 6.45097502009062, -50.724161659398845, 12.168493808712297, -68.00610343361639, -119.87734752724516, 65.67314844401466, 19.467709808104807, 67.03343908458949, -0.23924450445612208, -86.16142478845661, -25.689707109582407, -4.364356121589538, 9.28913673629446, -118.59063381333388, -8.51428774418384, -6.224330959615468, -71.37914882654134, 14.168549308911551, -9.270323877540143, 20.984777812044506, 23.711421178058323, -35.116118511140606, 48.535942067038135, 49.848966955095925, -73.36784887181172, -14.03283456609835, -85.4030771439685]"
Nd,"[-64.9941554937134, 32.21751424736631, 87.30581165928892, 58.4925794822876, -29.520350357642435, -35.064551248787396, 15.791353063370265, -68.441624818139, -71.37880329811516, 18.21583315044703, 99.00944998609008, -62.0081954097655, -7.081915581193787, -28.243209143615996, 152.6087465484214, 7.471574191456436, -4.788881823946606, -0.16025423842405667, -22.446444117629607, -18.097584138596698, -4.798389800684121, -64.36335421886594, 43.31698576123653, 40.710814272405536, -2.4647253911119757, 6.35057204682283, 36.8006244455337, 62.75378832914757, -37.31279931679868, -55.000578892888306, -45.713210789277426, -50.19427051383538, 32.20971074711254, 8.929085056052717, -55.85142412781742, -102.1589472940891, 7.452432325349686, 6.245273499737781, -50.865665992944045, 12.48217072179606, -70.3126145136762, -121.14715402522975, 66.99795904823499, 20.238939016121012, 68.0907447161532, -0.9486893492398545, -88.66126610804024, -27.42910146044641, -4.577176880864505, 11.726501248388319, -119.47357176357247, -7.430871048217935, -5.822099324789536, -71.74358334952632, 13.804474331711575, -10.667675523816536, 21.480585940854038, 23.48219459449544, -35.90742222515296, 48.67290094123287, 51.42328683090703, -72.59189741849552, -13.966079284593306, -86.17726878455807]"
Pm,"[-16.216686244215204, 14.360196239913233, 33.350650291483745, 16.40198458514043, -17.900961288162165, 10.332767488637238, -4.096480344838965, -17.451689347487886, -39.6064928999756, 17.135568217583113, 47.143306295871206, -22.70921045124516, -1.2436506613530462, 5.274960895328048, 42.35459042167179, 11.688726762738618, -1.2646438934650308, -4.28251000171059, 11.50813671225662, -7.058503248865997, 4.639152484305116, 2.7707058754494023, 33.54597475953734, -11.041151372785494, -0.22826832968453525, 0.6934951685597796, 13.811796824539048, 17.739331385430763, 15.595891077055338, -17.71616994749701, -18.166253634008324, 6.392267462842405, 16.222198846701044, 19.006351651378175, -21.061675851647916, -54.67582053540288, 11.07061236979761, -3.0377347209836083, -16.43031529135633, 10.754176417086203, -3.741669918271827, -28.93870035639441, 8.658538633328924, -12.005705042791522, 29.16631699247154, -15.240574497828117, -10.862234384225653, 8.304333783240418, 1.0234411339622302, -39.86255171364885, -37.189263428930026, -29.20037162965696, -18.12062663444441, -71.88647856879082, 4.793468213366967, -2.7868260228666517, 15.552951846679411, 13.310088954327693, -19.524862376254774, 27.482277963851615, 4.636489492223459, -43.936802723589004, -6.718045687655229, -55.65832663614111]"
Sm,"[-61.585887688985565, 29.56194631002866, 83.33771809633318, 56.50229641954992, -26.09186071541878, -29.818973483308707, 14.635741296693066, -65.92027135937904, -71.3325878921312, 20.434485984056202, 96.53243911660692, -60.46849029430586, -7.075064111993855, -23.668032667007086, 145.86884448813032, 9.574712844064932, -5.440306867778879, -2.1844750094701344, -18.875547615216785, -18.93940726710289, -4.231285894400547, -58.57188129434681, 44.4359487832779, 35.16801187698657, -1.684282484936694, 6.536768352229812, 36.84232904903171, 60.13072100247727, -31.094760022165385, -51.81622228129153, -45.24377216869149, -47.54370211179927, 31.742324895469007, 10.638156939821709, -54.13077463504761, -102.00876356723072, 8.881450761196607, 6.575591696138556, -49.13920634942876, 13.36243409403379, -65.44843405014258, -116.9678338165167, 62.36798962134193, 18.02154220651142, 64.5337977353619, -1.1399731768009764, -82.98217690423382, -24.015510682180583, -4.9790008879703285, 5.973830527958995, -116.68610973306006, -9.737839163186623, -9.001942590171977, -74.57413111291521, 14.848015667655217, -9.247332184589744, 21.815952107765085, 23.085116324360165, -36.03068014904581, 48.74093230163113, 49.279437794183536, -73.33567314242059, -12.81363169390542, -86.63768319338767]"
Eu,"[-71.69114419852811, 44.01584172617497, 98.0888714442284, 76.43843631431687, -44.890760472297714, -54.818341086008495, 17.73955728765819, -75.86959091315698, -67.13510547245338, 12.34506798383676, 93.08529280324828, -58.60793152259005, -12.478602847366677, -46.32754385075053, 165.9526774981051, 10.061345099913279, -12.734108345669918, 5.205024723394365, -32.49292468805239, -29.980465045450845, -7.105494468220287, -84.42183920683861, 43.68782761763034, 38.993879320453246, -8.8219568627082, -0.6301475683654686, 29.00322209303199, 59.14117427870925, -47.80929857113947, -58.513014959611766, -57.92265019451769, -50.923245476041124, 25.505161711578392, 0.7708302628492824, -59.92053095588425, -102.8150617421567, 9.620871787969765, 3.0734789598174976, -50.328107114547485, 9.826861257428565, -80.0608794189768, -135.01885574352605, 70.65186379748378, 21.382067371485583, 76.31078009453446, 1.236261634882392, -103.43471657660643, -23.112014392416462, 3.976069995842149, 22.063667300308555, -121.80462111577383, 2.538125682985383, 1.7975920629670659, -53.875137301631305, 11.358061939390929, -13.260859025404693, 21.58464435239088, 29.52072372524516, -35.267463351814214, 51.54401559678424, 45.02664934186076, -69.02951469770474, -36.62466141214665, -72.57806582366638]"
Gd,"[-60.48568048110664, 29.343607775734867, 82.86230148978237, 56.04123420424728, -25.993210319914475, -28.845383729300732, 14.428659375472751, -65.96238618674354, -71.97425098240986, 21.572219272088923, 95.16954625121093, -60.589260465809446, -7.593626638314006, -22.783656889094203, 144.7040923439782, 9.914585954970622, -6.123854998296895, -2.323976862768169, -18.366380340905625, -20.135524764479516, -4.089682858289298, -57.518995997728645, 44.29175451150705, 34.05390304607756, -1.4404799300746327, 7.124600221573088, 36.216571544647586, 59.45504871203912, -29.002799462033924, -51.517769844749196, -45.48785759375804, -46.67601282163657, 30.91124410560159, 11.118408289284654, -53.67590723858094, -102.28856238622237, 9.9535616488389, 6.357592916692663, -48.109080191649205, 13.446302885483917, -64.99570858672328, -116.7398542879689, 61.2139231639088, 17.048287540790756, 63.24495723509972, -1.029176039801471, -82.42979511291179, -23.41349945515475, -5.176719709931614, 4.478140826365939, -115.61840664926274, -10.467834436017078, -9.803320677197904, -75.01307641726225, 15.088937623015415, -9.387775538867073, 21.769100326757332, 23.4397697628015, -36.62295655777249, 48.927154058146165, 48.55810865914716, -73.42425231545027, -13.26213538369267, -87.00638481849504]"
Tb,"[-56.6585021134739, 27.112518970419167, 78.63710497622398, 53.771884508150066, -23.13333916992487, -24.169785841957196, 13.451900908737533, -62.942366740003905, -71.41030866820569, 23.583294341658107, 92.23783283376545, -58.84063431216445, -7.919272289175255, -18.337335669688784, 137.79207825388832, 11.823158759348228, -6.77084074653511, -3.9650393937819888, -14.841201962967906, -20.902519168685437, -3.8782394626634784, -52.244372346652604, 45.04578277235421, 28.937314045706856, -0.10204132070808429, 7.80280098746002, 36.022077804246415, 56.969703103615885, -22.89904605880166, -48.37176791587017, -44.51305729812853, -43.911077516381084, 30.535868750685285, 12.92497333733049, -51.90753824751317, -101.15291634509178, 11.381275838944479, 6.317266905175822, -46.28642551980286, 13.568984326850511, -60.21474523302235, -112.21045179413873, 56.76490017597205, 14.824755263900599, 59.85123925934799, -0.9134799504216183, -76.62550088718797, -20.258966812845852, -5.469440709525646, -1.162101188213318, -112.16550124950204, -12.969459371110203, -12.168472021698124, -76.79549389030981, 15.646794095730947, -8.01825744373713, 21.591090408603755, 23.42115851786929, -36.04240080292086, 48.67815854224355, 45.84359488095436, -73.84799094107568, -12.234622058364533, -86.76433012742271]"
Dy,"[-54.838359944559244, 26.211526190419743, 76.75849947839114, 52.94106175463254, -22.143445397930673, -22.12689657608557, 12.993967365931193, -61.73672445362648, -71.01918670869718, 24.58017203037795, 90.4598531527733, -57.86732784817619, -8.189542268001578, -16.628069683434298, 134.45506469483968, 12.833364451402716, -7.339945668733643, -4.688746550488848, -13.207255421544431, -21.6103275037363, -3.8929116765346325, -49.96550711487193, 45.539300681977785, 26.299662893192693, 0.38400845244368054, 8.039458842957378, 35.61068804642808, 55.51398980570526, -19.969430911369805, -46.94520103895203, -44.46812886927761, -42.47513130595993, 30.064395202779284, 13.515500974620185, -51.089098251335514, -100.61481213949844, 12.195347711132753, 6.1364880439436975, -45.25619088780984, 13.46179798164682, -58.10036839118345, -110.09906497989863, 54.397239102291145, 13.74066843787368, 58.27362006335426, -0.8414681042413462, -74.11945275597795, -18.540582342387854, -5.397847272630414, -3.9175001526666935, -110.27166015606325, -14.076858012379269, -13.163884835085867, -77.24853743254036, 15.93714886690368, -7.408081677840623, 21.521137157767924, 23.581387869861185, -35.78548824417791, 48.58808746970864, 44.28069066887956, -73.87942341282778, -12.466108793980576, -86.25217980098826]"
